date,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2005-05-01,78.77,5.03,11,"1994-05-01 2004-05-01",16.39,2.61,11,"1994-05-01 2004-05-01",20.37,1.1,11,"1994-05-01 2004-05-01",44.41,3.69,11,"1994-05-01 2004-05-01",5.62,1.9,11,"1994-05-01 2004-05-01",6.72,1.55,11,"1994-05-01 2004-05-01",93.21,34.36,9,"1996-05-01 2004-05-01",92.42,33.17,9,"1996-05-01 2004-05-01",0.94,2.19,9,"1996-05-01 2004-05-01",0,0.05,9,"1996-05-01 2004-05-01",,,,
2005-04-01,82.95,6.83,11,"1994-04-01 2004-04-01",8.67,2.48,11,"1994-04-01 2004-04-01",19.32,1.58,11,"1994-04-01 2004-04-01",46.31,6.97,11,"1994-04-01 2004-04-01",-1.39,1.55,11,"1994-04-01 2004-04-01",6.51,0.81,11,"1994-04-01 2004-04-01",59.6,34.03,9,"1996-04-01 2004-04-01",50.24,29.35,9,"1996-04-01 2004-04-01",9.09,12.82,9,"1996-04-01 2004-04-01",3.1,3.98,8,"1996-04-01 2004-04-01",,,,
2005-03-01,88.89,3.98,11,"1994-03-01 2004-03-01",1.34,1.86,11,"1994-03-01 2004-03-01",18.52,1.22,11,"1994-03-01 2004-03-01",59.6,6.67,11,"1994-03-01 2004-03-01",-8.89,2.38,11,"1994-03-01 2004-03-01",5.9,1.12,11,"1994-03-01 2004-03-01",70.03,39.03,9,"1996-03-01 2004-03-01",29.9,25.01,9,"1996-03-01 2004-03-01",45.2,23.22,9,"1996-03-01 2004-03-01",37.4,20.54,7,"1996-03-01 2004-03-01",,,,
2005-02-01,91.12,2.69,11,"1994-02-01 2004-02-01",-4.05,3.08,11,"1994-02-01 2004-02-01",18.44,2.13,11,"1994-02-01 2004-02-01",68.21,5.02,11,"1994-02-01 2004-02-01",-14.09,2.91,11,"1994-02-01 2004-02-01",5.64,0.67,11,"1994-02-01 2004-02-01",47.72,26.06,9,"1996-02-01 2004-02-01",8.44,9.5,9,"1996-02-01 2004-02-01",48.01,29.91,9,"1996-02-01 2004-02-01",50.5,12.52,7,"1996-02-01 2004-02-01",,,,
2005-01-01,90.4,3.58,10,"1995-01-01 2004-01-01",-6.46,2.65,10,"1995-01-01 2004-01-01",17.24,1.82,10,"1995-01-01 2004-01-01",71.57,4.2,10,"1995-01-01 2004-01-01",-16.03,3.59,10,"1995-01-01 2004-01-01",5.04,1.06,10,"1995-01-01 2004-01-01",63.66,20.99,9,"1996-01-01 2004-01-01",7.08,8.92,9,"1996-01-01 2004-01-01",72.83,21.5,9,"1996-01-01 2004-01-01",35.5,15.57,7,"1996-01-01 2004-01-01",,,,
2004-12-01,92.66,2.47,10,"1994-12-01 2003-12-01",-2.12,2.65,10,"1994-12-01 2003-12-01",16.26,1.81,10,"1994-12-01 2003-12-01",72.59,3.96,10,"1994-12-01 2003-12-01",-9.89,3.48,10,"1994-12-01 2003-12-01",4.66,1.13,10,"1994-12-01 2003-12-01",82.94,28.68,9,"1995-12-01 2003-12-01",22.83,22.39,9,"1995-12-01 2003-12-01",65.49,37.17,9,"1995-12-01 2003-12-01",15.5,14.15,9,"1995-12-01 2003-12-01",,,,
2004-11-01,92.28,1.58,10,"1994-11-01 2003-11-01",3.31,2.17,10,"1994-11-01 2003-11-01",18.17,2.3,10,"1994-11-01 2003-11-01",68.24,4.04,10,"1994-11-01 2003-11-01",-3.56,2.57,10,"1994-11-01 2003-11-01",5.87,1.23,10,"1994-11-01 2003-11-01",95.2,42.38,9,"1995-11-01 2003-11-01",69.12,46.04,9,"1995-11-01 2003-11-01",23.62,20.29,9,"1995-11-01 2003-11-01",2.6,3.42,8,"1995-11-01 2003-11-01",,,,
2004-10-01,91.26,2.22,10,"1994-10-01 2003-10-01",10.86,1.32,10,"1994-10-01 2003-10-01",17.99,2.02,10,"1994-10-01 2003-10-01",59.13,4.79,10,"1994-10-01 2003-10-01",2.15,1.65,10,"1994-10-01 2003-10-01",5.36,1.36,10,"1994-10-01 2003-10-01",107.07,37.05,9,"1995-10-01 2003-10-01",104.7,37.25,9,"1995-10-01 2003-10-01",2.2,3.42,9,"1995-10-01 2003-10-01",0,0.02,9,"1995-10-01 2003-10-01",,,,
2004-09-01,90.7,2.58,10,"1994-09-01 2003-09-01",18.32,1.41,10,"1994-09-01 2003-09-01",17.34,1.26,10,"1994-09-01 2003-09-01",58.29,3.75,10,"1994-09-01 2003-09-01",8.7,1.62,10,"1994-09-01 2003-09-01",4.77,1.23,10,"1994-09-01 2003-09-01",114.26,41.91,9,"1995-09-01 2003-09-01",114.26,41.91,9,"1995-09-01 2003-09-01",0,0,9,"1995-09-01 2003-09-01",0,0,9,"1995-09-01 2003-09-01",,,,
2004-08-01,86.81,3.11,10,"1994-08-01 2003-08-01",23.37,1.28,10,"1994-08-01 2003-08-01",17.5,1.4,10,"1994-08-01 2003-08-01",52.55,3.22,10,"1994-08-01 2003-08-01",12.54,1.25,10,"1994-08-01 2003-08-01",4.26,0.85,10,"1994-08-01 2003-08-01",104.41,41.49,9,"1995-08-01 2003-08-01",104.41,41.49,9,"1995-08-01 2003-08-01",0,0,9,"1995-08-01 2003-08-01",0,0,9,"1995-08-01 2003-08-01",,,,
2004-07-01,85.05,4.05,10,"1994-07-01 2003-07-01",24.06,1.22,10,"1994-07-01 2003-07-01",18.68,1.51,10,"1994-07-01 2003-07-01",51.84,3.42,10,"1994-07-01 2003-07-01",13.4,1.12,10,"1994-07-01 2003-07-01",4.86,1.43,10,"1994-07-01 2003-07-01",78.79,45.67,9,"1995-07-01 2003-07-01",78.79,45.67,9,"1995-07-01 2003-07-01",0,0,9,"1995-07-01 2003-07-01",0,0,9,"1995-07-01 2003-07-01",,,,
2004-06-01,82.47,3.86,10,"1994-06-01 2003-06-01",22.63,1.44,10,"1994-06-01 2003-06-01",18.53,1.25,10,"1994-06-01 2003-06-01",49.3,5.19,10,"1994-06-01 2003-06-01",11.45,1.58,10,"1994-06-01 2003-06-01",4.75,1.45,10,"1994-06-01 2003-06-01",90.97,26.03,8,"1996-06-01 2003-06-01",90.97,26.03,8,"1996-06-01 2003-06-01",0,0,8,"1996-06-01 2003-06-01",0,0,8,"1996-06-01 2003-06-01",,,,
2004-05-01,78.42,5.14,10,"1994-05-01 2003-05-01",16.61,2.64,10,"1994-05-01 2003-05-01",20.55,0.98,10,"1994-05-01 2003-05-01",44.01,3.63,10,"1994-05-01 2003-05-01",5.82,1.89,10,"1994-05-01 2003-05-01",6.87,1.55,10,"1994-05-01 2003-05-01",84.9,26.58,8,"1996-05-01 2003-05-01",84.7,26.48,8,"1996-05-01 2003-05-01",0.19,0.5,8,"1996-05-01 2003-05-01",0,0,8,"1996-05-01 2003-05-01",,,,
2004-04-01,82.85,7.16,10,"1994-04-01 2003-04-01",8.72,2.59,10,"1994-04-01 2003-04-01",19.5,1.55,10,"1994-04-01 2003-04-01",46.44,7.29,10,"1994-04-01 2003-04-01",-1.3,1.6,10,"1994-04-01 2003-04-01",6.63,0.76,10,"1994-04-01 2003-04-01",59.58,36.09,8,"1996-04-01 2003-04-01",49.25,30.99,8,"1996-04-01 2003-04-01",10.03,13.3,8,"1996-04-01 2003-04-01",3.5,4.14,7,"1996-04-01 2003-04-01",,,,
2004-03-01,88.54,4.01,10,"1994-03-01 2003-03-01",1.26,1.94,10,"1994-03-01 2003-03-01",18.66,1.2,10,"1994-03-01 2003-03-01",58.95,6.66,10,"1994-03-01 2003-03-01",-9.04,2.45,10,"1994-03-01 2003-03-01",5.97,1.16,10,"1994-03-01 2003-03-01",64.66,38.14,8,"1996-03-01 2003-03-01",27.36,25.41,8,"1996-03-01 2003-03-01",42.58,23.34,8,"1996-03-01 2003-03-01",34.2,20.44,6,"1996-03-01 2003-03-01",,,,
2004-02-01,91.29,2.76,10,"1994-02-01 2003-02-01",-4.16,3.21,10,"1994-02-01 2003-02-01",18.69,2.06,10,"1994-02-01 2003-02-01",67.63,4.91,10,"1994-02-01 2003-02-01",-14.13,3.05,10,"1994-02-01 2003-02-01",5.7,0.67,10,"1994-02-01 2003-02-01",47.81,27.64,8,"1996-02-01 2003-02-01",9.5,9.56,8,"1996-02-01 2003-02-01",47.06,31.6,8,"1996-02-01 2003-02-01",50.7,13.51,6,"1996-02-01 2003-02-01",,,,
2004-01-01,91.33,2.37,9,"1995-01-01 2003-01-01",-5.8,1.87,9,"1995-01-01 2003-01-01",17.46,1.8,9,"1995-01-01 2003-01-01",72.24,3.88,9,"1995-01-01 2003-01-01",-15.42,3.26,9,"1995-01-01 2003-01-01",5.19,1.01,9,"1995-01-01 2003-01-01",66.47,20.6,8,"1996-01-01 2003-01-01",7.96,9.08,8,"1996-01-01 2003-01-01",74.61,22.17,8,"1996-01-01 2003-01-01",36.8,16.46,6,"1996-01-01 2003-01-01",,,,
2003-12-01,92.89,2.49,9,"1994-12-01 2002-12-01",-2.23,2.77,9,"1994-12-01 2002-12-01",16.49,1.76,9,"1994-12-01 2002-12-01",72.46,4.15,9,"1994-12-01 2002-12-01",-10.06,3.63,9,"1994-12-01 2002-12-01",4.69,1.19,9,"1994-12-01 2002-12-01",83.24,30.41,8,"1995-12-01 2002-12-01",19.84,21.98,8,"1995-12-01 2002-12-01",68.95,38.03,8,"1995-12-01 2002-12-01",16.7,14.58,8,"1995-12-01 2002-12-01",,,,
2003-11-01,92.34,1.65,9,"1994-11-01 2002-11-01",3.29,2.29,9,"1994-11-01 2002-11-01",18.23,2.41,9,"1994-11-01 2002-11-01",67.74,3.95,9,"1994-11-01 2002-11-01",-3.72,2.66,9,"1994-11-01 2002-11-01",5.78,1.26,9,"1994-11-01 2002-11-01",84.14,30.32,8,"1995-11-01 2002-11-01",56.71,31.6,8,"1995-11-01 2002-11-01",24.7,21.27,8,"1995-11-01 2002-11-01",2.9,3.55,7,"1995-11-01 2002-11-01",,,,
2003-10-01,91.28,2.34,9,"1994-10-01 2002-10-01",10.99,1.33,9,"1994-10-01 2002-10-01",18.46,1.53,9,"1994-10-01 2002-10-01",58.88,4.98,9,"1994-10-01 2002-10-01",2.14,1.74,9,"1994-10-01 2002-10-01",5.57,1.28,9,"1994-10-01 2002-10-01",106.47,39.26,8,"1995-10-01 2002-10-01",104.69,39.51,8,"1995-10-01 2002-10-01",1.98,3.56,8,"1995-10-01 2002-10-01",0,0.02,8,"1995-10-01 2002-10-01",,,,
2003-09-01,90.74,2.72,9,"1994-09-01 2002-09-01",18.34,1.48,9,"1994-09-01 2002-09-01",17.47,1.26,9,"1994-09-01 2002-09-01",58.26,3.95,9,"1994-09-01 2002-09-01",8.59,1.67,9,"1994-09-01 2002-09-01",4.79,1.3,9,"1994-09-01 2002-09-01",111.24,43.52,8,"1995-09-01 2002-09-01",111.24,43.52,8,"1995-09-01 2002-09-01",0,0,8,"1995-09-01 2002-09-01",0,0,8,"1995-09-01 2002-09-01",,,,
2003-08-01,87.04,3.19,9,"1994-08-01 2002-08-01",23.35,1.35,9,"1994-08-01 2002-08-01",17.78,1.18,9,"1994-08-01 2002-08-01",52.43,3.37,9,"1994-08-01 2002-08-01",12.38,1.21,9,"1994-08-01 2002-08-01",4.38,0.81,9,"1994-08-01 2002-08-01",102.71,43.71,8,"1995-08-01 2002-08-01",102.71,43.71,8,"1995-08-01 2002-08-01",0,0,8,"1995-08-01 2002-08-01",0,0,8,"1995-08-01 2002-08-01",,,,
2003-07-01,85.27,4.21,9,"1994-07-01 2002-07-01",24.1,1.27,9,"1994-07-01 2002-07-01",18.83,1.52,9,"1994-07-01 2002-07-01",51.94,3.59,9,"1994-07-01 2002-07-01",13.34,1.16,9,"1994-07-01 2002-07-01",4.91,1.5,9,"1994-07-01 2002-07-01",73.81,46.09,8,"1995-07-01 2002-07-01",73.81,46.09,8,"1995-07-01 2002-07-01",0,0,8,"1995-07-01 2002-07-01",0,0,8,"1995-07-01 2002-07-01",,,,
2003-06-01,83.25,3.23,9,"1994-06-01 2002-06-01",22.64,1.52,9,"1994-06-01 2002-06-01",18.88,0.69,9,"1994-06-01 2002-06-01",50.13,4.8,9,"1994-06-01 2002-06-01",11.56,1.64,9,"1994-06-01 2002-06-01",4.92,1.44,9,"1994-06-01 2002-06-01",89.63,27.57,7,"1996-06-01 2002-06-01",89.63,27.57,7,"1996-06-01 2002-06-01",0,0,7,"1996-06-01 2002-06-01",0,0,7,"1996-06-01 2002-06-01",,,,
2003-05-01,78.53,5.41,9,"1994-05-01 2002-05-01",16.64,2.79,9,"1994-05-01 2002-05-01",20.79,0.71,9,"1994-05-01 2002-05-01",44.05,3.82,9,"1994-05-01 2002-05-01",5.72,1.97,9,"1994-05-01 2002-05-01",6.91,1.63,9,"1994-05-01 2002-05-01",79.49,23.94,7,"1996-05-01 2002-05-01",79.26,23.76,7,"1996-05-01 2002-05-01",0.21,0.52,7,"1996-05-01 2002-05-01",0,0,7,"1996-05-01 2002-05-01",,,,
2003-04-01,82.57,7.5,9,"1994-04-01 2002-04-01",8.93,2.65,9,"1994-04-01 2002-04-01",19.69,1.52,9,"1994-04-01 2002-04-01",46.03,7.57,9,"1994-04-01 2002-04-01",-1.06,1.5,9,"1994-04-01 2002-04-01",6.59,0.8,9,"1994-04-01 2002-04-01",58.46,38.45,7,"1996-04-01 2002-04-01",49.31,33.13,7,"1996-04-01 2002-04-01",8.6,13.64,7,"1996-04-01 2002-04-01",3.9,4.29,6,"1996-04-01 2002-04-01",,,,
2003-03-01,88.51,4.23,9,"1994-03-01 2002-03-01",1.47,1.93,9,"1994-03-01 2002-03-01",18.81,1.18,9,"1994-03-01 2002-03-01",58.12,6.51,9,"1994-03-01 2002-03-01",-8.91,2.55,9,"1994-03-01 2002-03-01",6.05,1.19,9,"1994-03-01 2002-03-01",61.74,39.93,7,"1996-03-01 2002-03-01",23.09,24.32,7,"1996-03-01 2002-03-01",42.17,24.92,7,"1996-03-01 2002-03-01",34.6,22.37,5,"1996-03-01 2002-03-01",,,,
2003-02-01,91.91,2.15,9,"1994-02-01 2002-02-01",-3.7,3.06,9,"1994-02-01 2002-02-01",18.86,2.11,9,"1994-02-01 2002-02-01",67.57,5.17,9,"1994-02-01 2002-02-01",-13.58,2.7,9,"1994-02-01 2002-02-01",5.67,0.7,9,"1994-02-01 2002-02-01",49.03,29.35,7,"1996-02-01 2002-02-01",10.69,9.65,7,"1996-02-01 2002-02-01",46.7,33.77,7,"1996-02-01 2002-02-01",52.8,13.91,5,"1996-02-01 2002-02-01",,,,
2003-01-01,92,1.52,8,"1995-01-01 2002-01-01",-5.46,1.69,8,"1995-01-01 2002-01-01",17.61,1.85,8,"1995-01-01 2002-01-01",72.24,4.12,8,"1995-01-01 2002-01-01",-14.98,3.19,8,"1995-01-01 2002-01-01",5.3,1.02,8,"1995-01-01 2002-01-01",70.4,19.02,7,"1996-01-01 2002-01-01",9.1,9.16,7,"1996-01-01 2002-01-01",76.33,23.2,7,"1996-01-01 2002-01-01",41.5,13.86,5,"1996-01-01 2002-01-01",,,,
2002-12-01,93.18,2.5,8,"1994-12-01 2001-12-01",-2.29,2.94,8,"1994-12-01 2001-12-01",16.44,1.86,8,"1994-12-01 2001-12-01",71.88,4.05,8,"1994-12-01 2001-12-01",-10.19,3.83,8,"1994-12-01 2001-12-01",4.5,1.13,8,"1994-12-01 2001-12-01",85.04,32.11,7,"1995-12-01 2001-12-01",14.84,18.78,7,"1995-12-01 2001-12-01",75.67,35.94,7,"1995-12-01 2001-12-01",18.5,14.74,7,"1995-12-01 2001-12-01",,,,
2002-11-01,92.28,1.75,8,"1994-11-01 2001-11-01",3.56,2.29,8,"1994-11-01 2001-11-01",18.66,2.21,8,"1994-11-01 2001-11-01",66.75,2.95,8,"1994-11-01 2001-11-01",-3.46,2.71,8,"1994-11-01 2001-11-01",5.95,1.24,8,"1994-11-01 2001-11-01",88.7,29.74,7,"1995-11-01 2001-11-01",61.59,30.84,7,"1995-11-01 2001-11-01",24.31,22.72,7,"1995-11-01 2001-11-01",3.2,3.72,6,"1995-11-01 2001-11-01",,,,
2002-10-01,91.47,2.42,8,"1994-10-01 2001-10-01",11.35,0.89,8,"1994-10-01 2001-10-01",18.71,1.43,8,"1994-10-01 2001-10-01",59.08,5.25,8,"1994-10-01 2001-10-01",2.5,1.51,8,"1994-10-01 2001-10-01",5.61,1.35,8,"1994-10-01 2001-10-01",103.8,41.28,7,"1995-10-01 2001-10-01",102.21,41.66,7,"1995-10-01 2001-10-01",1.94,3.8,7,"1995-10-01 2001-10-01",0,0.02,7,"1995-10-01 2001-10-01",,,,
2002-09-01,91.15,2.6,8,"1994-09-01 2001-09-01",18.02,1.26,8,"1994-09-01 2001-09-01",17.58,1.3,8,"1994-09-01 2001-09-01",58.9,3.73,8,"1994-09-01 2001-09-01",8.31,1.57,8,"1994-09-01 2001-09-01",4.85,1.37,8,"1994-09-01 2001-09-01",107.13,45.05,7,"1995-09-01 2001-09-01",107.13,45.05,7,"1995-09-01 2001-09-01",0,0,7,"1995-09-01 2001-09-01",0,0,7,"1995-09-01 2001-09-01",,,,
2002-08-01,87.12,3.38,8,"1994-08-01 2001-08-01",23.29,1.42,8,"1994-08-01 2001-08-01",17.92,1.18,8,"1994-08-01 2001-08-01",52.83,3.37,8,"1994-08-01 2001-08-01",12.41,1.28,8,"1994-08-01 2001-08-01",4.44,0.84,8,"1994-08-01 2001-08-01",109.24,42.92,7,"1995-08-01 2001-08-01",109.24,42.92,7,"1995-08-01 2001-08-01",0,0,7,"1995-08-01 2001-08-01",0,0,7,"1995-08-01 2001-08-01",,,,
2002-07-01,85.79,4.18,8,"1994-07-01 2001-07-01",23.86,1.14,8,"1994-07-01 2001-07-01",18.98,1.55,8,"1994-07-01 2001-07-01",52.43,3.52,8,"1994-07-01 2001-07-01",13.19,1.15,8,"1994-07-01 2001-07-01",5.02,1.56,8,"1994-07-01 2001-07-01",71.44,48.81,7,"1995-07-01 2001-07-01",71.44,48.81,7,"1995-07-01 2001-07-01",0,0,7,"1995-07-01 2001-07-01",0,0,7,"1995-07-01 2001-07-01",,,,
2002-06-01,83.31,3.42,8,"1994-06-01 2001-06-01",22.8,1.54,8,"1994-06-01 2001-06-01",19.06,0.49,8,"1994-06-01 2001-06-01",50.17,5.09,8,"1994-06-01 2001-06-01",11.56,1.73,8,"1994-06-01 2001-06-01",4.97,1.52,8,"1994-06-01 2001-06-01",88.3,29.57,6,"1996-06-01 2001-06-01",88.3,29.57,6,"1996-06-01 2001-06-01",0,0,6,"1996-06-01 2001-06-01",0,0,6,"1996-06-01 2001-06-01",,,,
2002-05-01,78.49,5.73,8,"1994-05-01 2001-05-01",17.11,2.6,8,"1994-05-01 2001-05-01",20.69,0.7,8,"1994-05-01 2001-05-01",44.13,4.05,8,"1994-05-01 2001-05-01",6.02,1.89,8,"1994-05-01 2001-05-01",6.8,1.69,8,"1994-05-01 2001-05-01",76.22,24.37,6,"1996-05-01 2001-05-01",76.22,24.37,6,"1996-05-01 2001-05-01",0,0,6,"1996-05-01 2001-05-01",0,0,6,"1996-05-01 2001-05-01",,,,
2002-04-01,81.46,7.22,8,"1994-04-01 2001-04-01",9.15,2.74,8,"1994-04-01 2001-04-01",19.98,1.37,8,"1994-04-01 2001-04-01",44.67,6.92,8,"1994-04-01 2001-04-01",-0.92,1.53,8,"1994-04-01 2001-04-01",6.83,0.46,8,"1994-04-01 2001-04-01",56.85,41.32,6,"1996-04-01 2001-04-01",49.4,35.78,6,"1996-04-01 2001-04-01",7.12,14.2,6,"1996-04-01 2001-04-01",3.2,4.36,5,"1996-04-01 2001-04-01",,,,
2002-03-01,88.56,4.48,8,"1994-03-01 2001-03-01",1.82,1.77,8,"1994-03-01 2001-03-01",18.91,1.21,8,"1994-03-01 2001-03-01",57.01,6.05,8,"1994-03-01 2001-03-01",-8.45,2.33,8,"1994-03-01 2001-03-01",6.15,1.23,8,"1994-03-01 2001-03-01",54.77,38.98,6,"1996-03-01 2001-03-01",20,24.97,6,"1996-03-01 2001-03-01",37.33,23.68,6,"1996-03-01 2001-03-01",31.8,24.24,4,"1996-03-01 2001-03-01",,,,
2002-02-01,91.92,2.28,8,"1994-02-01 2001-02-01",-3.88,3.2,8,"1994-02-01 2001-02-01",18.92,2.23,8,"1994-02-01 2001-02-01",67.2,5.37,8,"1994-02-01 2001-02-01",-13.58,2.87,8,"1994-02-01 2001-02-01",5.78,0.66,8,"1994-02-01 2001-02-01",39.05,17.55,6,"1996-02-01 2001-02-01",11.13,10.36,6,"1996-02-01 2001-02-01",35.32,20.57,6,"1996-02-01 2001-02-01",56.7,12.78,4,"1996-02-01 2001-02-01",,,,
2002-01-01,92.25,1.46,7,"1995-01-01 2001-01-01",-5.86,1.39,7,"1995-01-01 2001-01-01",18.03,1.59,7,"1995-01-01 2001-01-01",72.07,4.38,7,"1995-01-01 2001-01-01",-15.52,3.05,7,"1995-01-01 2001-01-01",5.53,0.87,7,"1995-01-01 2001-01-01",76.57,12.48,6,"1996-01-01 2001-01-01",10.02,9.59,6,"1996-01-01 2001-01-01",83.53,16.27,6,"1996-01-01 2001-01-01",47.4,8.26,4,"1996-01-01 2001-01-01",,,,
2001-12-01,93.47,2.54,7,"1994-12-01 2000-12-01",-2.8,2.78,7,"1994-12-01 2000-12-01",16.81,1.68,7,"1994-12-01 2000-12-01",71.36,4.07,7,"1994-12-01 2000-12-01",-10.84,3.65,7,"1994-12-01 2000-12-01",4.59,1.18,7,"1994-12-01 2000-12-01",88.47,33.47,6,"1995-12-01 2000-12-01",11.92,18.75,6,"1995-12-01 2000-12-01",81.12,36.05,6,"1995-12-01 2000-12-01",20.7,14.84,6,"1995-12-01 2000-12-01",,,,
2001-11-01,92.42,1.83,7,"1994-11-01 2000-11-01",3.08,2.05,7,"1994-11-01 2000-11-01",18.82,2.32,7,"1994-11-01 2000-11-01",66.57,3.12,7,"1994-11-01 2000-11-01",-3.91,2.59,7,"1994-11-01 2000-11-01",6.08,1.27,7,"1994-11-01 2000-11-01",83.85,29.44,6,"1995-11-01 2000-11-01",56.12,30,6,"1995-11-01 2000-11-01",24.7,24.52,6,"1995-11-01 2000-11-01",3.6,3.96,5,"1995-11-01 2000-11-01",,,,
2001-10-01,91.29,2.53,7,"1994-10-01 2000-10-01",11.41,0.94,7,"1994-10-01 2000-10-01",18.59,1.49,7,"1994-10-01 2000-10-01",58.56,5.42,7,"1994-10-01 2000-10-01",2.55,1.61,7,"1994-10-01 2000-10-01",5.59,1.45,7,"1994-10-01 2000-10-01",90.4,27.04,6,"1995-10-01 2000-10-01",88.98,28.27,6,"1995-10-01 2000-10-01",1.83,4.1,6,"1995-10-01 2000-10-01",0,0,6,"1995-10-01 2000-10-01",,,,
2001-09-01,91.09,2.77,7,"1994-09-01 2000-09-01",18.18,1.28,7,"1994-09-01 2000-09-01",17.75,1.31,7,"1994-09-01 2000-09-01",58.21,3.49,7,"1994-09-01 2000-09-01",8.23,1.66,7,"1994-09-01 2000-09-01",4.54,1.16,7,"1994-09-01 2000-09-01",93.68,33.2,6,"1995-09-01 2000-09-01",93.68,33.2,6,"1995-09-01 2000-09-01",0,0,6,"1995-09-01 2000-09-01",0,0,6,"1995-09-01 2000-09-01",,,,
2001-08-01,87.54,3.41,7,"1994-08-01 2000-08-01",23.09,1.41,7,"1994-08-01 2000-08-01",18.12,1.13,7,"1994-08-01 2000-08-01",53.28,3.37,7,"1994-08-01 2000-08-01",12.28,1.31,7,"1994-08-01 2000-08-01",4.48,0.89,7,"1994-08-01 2000-08-01",102.02,42.23,6,"1995-08-01 2000-08-01",102.02,42.23,6,"1995-08-01 2000-08-01",0,0,6,"1995-08-01 2000-08-01",0,0,6,"1995-08-01 2000-08-01",,,,
2001-07-01,86.68,3.7,7,"1994-07-01 2000-07-01",23.92,1.21,7,"1994-07-01 2000-07-01",19,1.66,7,"1994-07-01 2000-07-01",53.39,2.6,7,"1994-07-01 2000-07-01",13.29,1.2,7,"1994-07-01 2000-07-01",4.98,1.66,7,"1994-07-01 2000-07-01",79.25,48.51,6,"1995-07-01 2000-07-01",79.25,48.51,6,"1995-07-01 2000-07-01",0,0,6,"1995-07-01 2000-07-01",0,0,6,"1995-07-01 2000-07-01",,,,
2001-06-01,83.64,3.53,7,"1994-06-01 2000-06-01",22.81,1.64,7,"1994-06-01 2000-06-01",19.02,0.51,7,"1994-06-01 2000-06-01",50.8,5.14,7,"1994-06-01 2000-06-01",11.65,1.84,7,"1994-06-01 2000-06-01",5.06,1.6,7,"1994-06-01 2000-06-01",97.28,23.77,5,"1996-06-01 2000-06-01",97.28,23.77,5,"1996-06-01 2000-06-01",0,0,5,"1996-06-01 2000-06-01",0,0,5,"1996-06-01 2000-06-01",,,,
2001-05-01,78.58,6.12,7,"1994-05-01 2000-05-01",17.01,2.77,7,"1994-05-01 2000-05-01",20.76,0.72,7,"1994-05-01 2000-05-01",44.51,4.19,7,"1994-05-01 2000-05-01",5.79,1.92,7,"1994-05-01 2000-05-01",6.87,1.8,7,"1994-05-01 2000-05-01",67.62,16.41,5,"1996-05-01 2000-05-01",67.62,16.41,5,"1996-05-01 2000-05-01",0,0,5,"1996-05-01 2000-05-01",0,0,5,"1996-05-01 2000-05-01",,,,
2001-04-01,81.34,7.71,7,"1994-04-01 2000-04-01",9.05,2.92,7,"1994-04-01 2000-04-01",20.21,1.31,7,"1994-04-01 2000-04-01",43.95,7.12,7,"1994-04-01 2000-04-01",-1.08,1.57,7,"1994-04-01 2000-04-01",6.82,0.49,7,"1994-04-01 2000-04-01",44.14,32.85,5,"1996-04-01 2000-04-01",35.48,19.34,5,"1996-04-01 2000-04-01",8.26,15.3,5,"1996-04-01 2000-04-01",2.8,4.76,4,"1996-04-01 2000-04-01",,,,
2001-03-01,88.7,4.78,7,"1994-03-01 2000-03-01",1.95,1.85,7,"1994-03-01 2000-03-01",19.15,1.09,7,"1994-03-01 2000-03-01",56.12,5.96,7,"1994-03-01 2000-03-01",-8.4,2.48,7,"1994-03-01 2000-03-01",6.1,1.31,7,"1994-03-01 2000-03-01",55.76,42.63,5,"1996-03-01 2000-03-01",24,25.54,5,"1996-03-01 2000-03-01",31.56,21.75,5,"1996-03-01 2000-03-01",19.5,13.48,3,"1996-03-01 2000-03-01",,,,
2001-02-01,92.08,2.39,7,"1994-02-01 2000-02-01",-3.68,3.37,7,"1994-02-01 2000-02-01",19.04,2.35,7,"1994-02-01 2000-02-01",65.83,4.24,7,"1994-02-01 2000-02-01",-13.39,3.02,7,"1994-02-01 2000-02-01",5.75,0.7,7,"1994-02-01 2000-02-01",34.54,15.74,5,"1996-02-01 2000-02-01",8.44,9.24,5,"1996-02-01 2000-02-01",30.42,19.07,5,"1996-02-01 2000-02-01",52.4,11.95,3,"1996-02-01 2000-02-01",,,,
